JobID,Job Title,Salary Estimate,NumberofReviews,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,CompanyType,Industry,Sector,Revenue,Competitors,Easy Apply,No.OFApplicants
1775,"Data Analyst II(Claims,SQL,Billing,Healthcare)",$28K-$52K (Glassdoor est.),62,3.4,"Buckeye Health Plan
3.4","Columbus, OH","Columbus, OH",1001 to 5000 employees,2004,Company - Public,Type 7,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,560
1776,Data Analyst,$28K-$52K (Glassdoor est.),153,4.5,"Beacon Hill Staffing Group
4.5","Columbus, OH","Boston, MA",501 to 1000 employees,2000,Company - Private,Type 2,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),"Aerotek, WinterWyman, Hollister Staffing",TRUE,867
1777,"Data Analyst II(Claims,SQL,Billing,Healthcare)",$28K-$52K (Glassdoor est.),127,3.4,"Buckeye Community Health Plan
3.4","Columbus, OH","Dayton, OH",51 to 200 employees,-1,Company - Private,Type 9,-1,-1,$5 to $10 million (USD),-1,-1,2
1778,Financial Data Analyst,$28K-$52K (Glassdoor est.),145,-1,"Aspen Careers, LLC","Columbus, OH",-1,-1,-1,-1,Type 4,-1,-1,-1,-1,-1,246
1779,Data Validation Analyst,$28K-$52K (Glassdoor est.),82,5,"Revel IT
5.0","Dublin, OH","Dublin, OH",201 to 500 employees,1997,Company - Private,Type 3,IT Services,Information Technology,$50 to $100 million (USD),-1,TRUE,464
1780,Data Analyst,$28K-$52K (Glassdoor est.),62,4.5,"UNICON International, Inc
4.5","Columbus, OH","Los Angeles, CA",1 to 50 employees,-1,Company - Private,Type 2,-1,-1,$1 to $5 million (USD),-1,-1,926
1781,"JPSC-7975 - Data Analyst Lead- Columbus, OH (LOCAL CANDIDATES ONLY)",$28K-$52K (Glassdoor est.),79,4.5,"Avani Technology Solutions
4.5","Columbus, OH","Rochester, NY",501 to 1000 employees,2008,Company - Private,Type 2,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,895
1782,Data Statistics Analyst PFK - Care Coordination,$28K-$52K (Glassdoor est.),181,3.7,"Nationwide Children's Hospital
3.7","Columbus, OH","Columbus, OH",10000+ employees,1892,Nonprofit Organization,Type 3,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1,715
1783,Data Analyst Junior,$28K-$52K (Glassdoor est.),65,5,"Staffigo Technical Services, LLC
5.0","Columbus, OH","Woodridge, IL",51 to 200 employees,2008,Company - Private,Type 9,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,549
1784,Analyst: Data Analytics,$28K-$52K (Glassdoor est.),144,2.5,"Avacend, Inc.
2.5","Hilliard, OH","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Type 5,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,631
1785,Information Security and Data Protection Analyst,$28K-$52K (Glassdoor est.),151,4,"Amyx, Inc.
4.0","Columbus, OH","Reston, VA",501 to 1000 employees,1999,Company - Private,Type 6,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,453
1786,Technical Data Analyst,$28K-$52K (Glassdoor est.),87,4.5,"Dedicated Tech Services, Inc.
4.5","Dublin, OH","Columbus, OH",1 to 50 employees,2008,Private Practice / Firm,Type 5,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,220
1787,"Data Scientist/Programmer, Sr. Analyst - Abbott Nutrition - Columbus, OH",$28K-$52K (Glassdoor est.),159,3.6,"Abbott
3.6","Columbus, OH","Abbott Park, IL",10000+ employees,1888,Company - Public,Type 3,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1,-1,68
1788,Accounting Data Analyst / Implementation Specialist,$46K-$86K (Glassdoor est.),113,-1,"Marker, Inc.","Columbus, OH","Old Bridge, NJ",Unknown,-1,Company - Private,Type 1,-1,-1,Unknown / Non-Applicable,-1,-1,256
1789,Information Security and Data Protection Analyst,$46K-$86K (Glassdoor est.),162,-1,"Amyx, Iinc.","Columbus, OH",-1,-1,-1,-1,Type 3,-1,-1,-1,-1,-1,349
1790,"Data Analyst III (Population Health , Pharmacy, SQL)",$46K-$86K (Glassdoor est.),76,3.4,"Buckeye Community Health Plan
3.4","Columbus, OH","Dayton, OH",51 to 200 employees,-1,Company - Private,Type 8,-1,-1,$5 to $10 million (USD),-1,-1,983
1791,"Data Analyst III (Population Health , Pharmacy, SQL)",$46K-$86K (Glassdoor est.),162,3.4,"Buckeye Health Plan
3.4","Columbus, OH","Columbus, OH",1001 to 5000 employees,2004,Company - Public,Type 4,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,269
1792,Data Statistics Analyst PFK Care Coordination,$46K-$86K (Glassdoor est.),189,3.7,"Nationwide Childrens Hospital
3.7","Columbus, OH","Columbus, OH",10000+ employees,1892,Nonprofit Organization,Type 8,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1,260
1793,Software Engineer - Senior Data Analyst,$46K-$86K (Glassdoor est.),184,3.9,"JPMorgan Chase Bank, N.A.
3.9","Columbus, OH","New York, NY",10000+ employees,1799,Company - Public,Type 8,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,637
1794,Sr Data Analyst,$46K-$86K (Glassdoor est.),169,4.5,"Creative Financial Staffing
4.5","Westerville, OH","Boston, MA",201 to 500 employees,1994,Company - Private,Type 2,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),"Robert Half, Kforce",-1,142
1795,Analytic Consultant 4 - Data Analyst,$50K-$86K (Glassdoor est.),116,3.6,"Wells Fargo
3.6","Charlotte, NC","San Francisco, CA",10000+ employees,1852,Company - Public,Type 3,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,238
1796,Operations Data Analyst,$50K-$86K (Glassdoor est.),88,3.8,"Brighthouse Financial
3.8","Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Type 9,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,-1,774
1797,Data Business Analyst,$50K-$86K (Glassdoor est.),88,5,"Payzer
5.0","Charlotte, NC","Charlotte, NC",51 to 200 employees,-1,Company - Private,Type 4,-1,-1,Unknown / Non-Applicable,-1,-1,47
1798,Federal - Data Analyst,$50K-$86K (Glassdoor est.),72,3.9,"Accenture
3.9","Charlotte, NC","Dublin, Ireland",10000+ employees,1989,Company - Public,Type 7,Consulting,Business Services,$10+ billion (USD),"Cognizant Technology Solutions, EY, McKinsey & Company",-1,421
1799,Data Analyst,$50K-$86K (Glassdoor est.),162,3.8,"Tata Consultancy Services
3.8","Charlotte, NC","Mumbai, India",10000+ employees,1968,Company - Public,Type 2,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Accenture, IBM, Infosys",-1,781
1800,Marketing Data Analyst,$50K-$86K (Glassdoor est.),175,5,"Trivest
5.0","Mooresville, NC","Coral Gables, FL",1 to 50 employees,1981,Company - Private,Type 3,Venture Capital & Private Equity,Finance,Unknown / Non-Applicable,-1,-1,759
1801,Data Analyst I (Strong Salesforce.com),$50K-$86K (Glassdoor est.),84,3.4,"pureIntegration
3.4","Charlotte, NC","Herndon, VA",51 to 200 employees,2004,Company - Private,Type 5,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,-1,851
1802,Data Analyst I,$50K-$86K (Glassdoor est.),65,4.1,"Kforce
4.1","Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Type 5,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,594
1803,Data Analyst,$50K-$86K (Glassdoor est.),162,4.1,"Collabera
4.1","Charlotte, NC","Basking Ridge, NJ",10000+ employees,1991,Company - Private,Type 1,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",-1,391
1804,Data Analyst,$50K-$86K (Glassdoor est.),141,3.9,"TEKsystems
3.9","Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Type 9,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1,560
1805,Data Analyst,$50K-$86K (Glassdoor est.),188,3.9,"Artech LLC
3.9","Charlotte, NC","Morristown, NJ",5001 to 10000 employees,1992,Company - Private,Type 9,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),-1,-1,499
1806,Financial Data Analyst,$50K-$86K (Glassdoor est.),114,3.6,"Randstad
3.6","Charlotte, NC","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Type 3,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,279
1807,Data Analyst,$50K-$86K (Glassdoor est.),104,3.4,"Matlen Silver
3.4","Charlotte, NC","Bridgewater, NJ",201 to 500 employees,1980,Company - Private,Type 5,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,765
1808,Data Analyst,$50K-$86K (Glassdoor est.),173,3.6,"Randstad
3.6","Charlotte, NC","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Type 4,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,862
1809,Data Analyst,$50K-$86K (Glassdoor est.),148,3.8,"Diversant LLC
3.8","Charlotte, NC","Red Bank, NJ",1001 to 5000 employees,2005,Company - Private,Type 2,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Kforce, Mitchell Martin, Insight Global",-1,473
1810,Data Science Analyst,$50K-$86K (Glassdoor est.),140,3.6,"Signature Consultants
3.6","Charlotte, NC","Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Type 8,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"ComforceHealth, TEKsystems, Allegis Group",-1,627
1811,Data Analyst,$50K-$86K (Glassdoor est.),190,4.1,"Sysmind LLC
4.1","Charlotte, NC","Princeton Junction, NJ",51 to 200 employees,1999,Company - Private,Type 9,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,-1,451
1812,Data Analyst,$50K-$86K (Glassdoor est.),171,3.7,"Tata Consultancy Services (North America)
3.7","Charlotte, NC","New York, NY",10000+ employees,1968,Subsidiary or Business Segment,Type 1,IT Services,Information Technology,$10+ billion (USD),"Cognizant Technology Solutions, Accenture, IBM",-1,330
1813,Business Data Analyst,$50K-$86K (Glassdoor est.),184,3.5,"Robert Half
3.5","Charlotte, NC","Menlo Park, CA",10000+ employees,1948,Company - Public,Type 7,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1,776
1814,Data Analyst,$50K-$86K (Glassdoor est.),133,4.1,"Kforce
4.1","Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Type 6,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,245
1815,Data Business Analyst,$50K-$86K (Glassdoor est.),106,3.9,"TEKsystems
3.9","Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Type 2,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1,170
1816,Junior Data Analyst,$50K-$86K (Glassdoor est.),189,5,"Staffigo Technical Services, LLC
5.0","Charlotte, NC","Woodridge, IL",51 to 200 employees,2008,Company - Private,Type 4,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,177
1817,Data Analyst,$50K-$86K (Glassdoor est.),126,4.6,"Conch Technologies, Inc
4.6","Charlotte, NC","Memphis, TN",51 to 200 employees,-1,Company - Private,Type 7,Consulting,Business Services,$5 to $10 million (USD),-1,-1,560
1818,Data Analyst,$50K-$86K (Glassdoor est.),104,3.2,"Neo Prism Solutions
3.2","Charlotte, NC","Schaumburg, IL",51 to 200 employees,-1,Company - Private,Type 5,Accounting,Accounting & Legal,$1 to $5 million (USD),-1,-1,167
1819,Data Management Analyst,$50K-$86K (Glassdoor est.),84,3.9,"TEKsystems, Inc
3.9","Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Type 9,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1,464
1820,Financial Data Analyst - Full Time,$50K-$86K (Glassdoor est.),174,-1,Data Bridge Consultants,"Charlotte, NC",-1,-1,-1,-1,Type 8,-1,-1,-1,-1,-1,485
1821,Data analyst,$50K-$86K (Glassdoor est.),64,4.7,"Resource Logistics, Inc.
4.7","Charlotte, NC","Edison, NJ",51 to 200 employees,1997,Company - Private,Type 9,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),-1,-1,734
1822,Data Analyst,$50K-$86K (Glassdoor est.),82,3.9,"Diverse Lynx
3.9","Charlotte, NC","Princeton, NJ",501 to 1000 employees,2002,Company - Private,Type 1,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,423
1823,Senior CX Data Analyst,$50K-$86K (Glassdoor est.),114,3.2,"Vanguard
3.2","Charlotte, NC","Malvern, PA",10000+ employees,1975,Company - Private,Type 9,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",-1,212
1824,Data Engineer/Analyst,$50K-$86K (Glassdoor est.),84,3.3,"Vaco Technology
3.3","Charlotte, NC","Brentwood, TN",501 to 1000 employees,2002,Company - Private,Type 7,Consulting,Business Services,$500 million to $1 billion (USD),-1,-1,544
1825,Federal - Data Analyst,$54K-$75K (Glassdoor est.),124,-1,Accenture Contractor Jobs,"Charlotte, NC",-1,-1,-1,-1,Type 7,-1,-1,-1,-1,-1,276
1826,Quality Data Analyst,$54K-$75K (Glassdoor est.),94,3.6,"OrthoCarolina
3.6","Charlotte, NC","Charlotte, NC",501 to 1000 employees,2005,Company - Private,Type 7,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,-1,118
1827,Data Visualization Analyst,$54K-$75K (Glassdoor est.),196,2.8,"American Tire Distributors
2.8","Huntersville, NC","Huntersville, NC",1001 to 5000 employees,1935,Company - Private,Type 8,Logistics & Supply Chain,Transportation & Logistics,$5 to $10 billion (USD),"TireHub, National Tire Warehouse, Dealer Tire",-1,954
1828,Senior Data Analyst,$54K-$75K (Glassdoor est.),194,3.4,"NTT DATA Corporation
3.4","Charlotte, NC","Tokyo, Japan",10000+ employees,1967,Company - Public,Type 3,IT Services,Information Technology,$10+ billion (USD),"Capgemini, Accenture, Deloitte",-1,109
1829,HR Data Analyst,$54K-$75K (Glassdoor est.),107,3.8,"Apex Systems
3.8","Charlotte, NC","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Type 9,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",TRUE,190
1830,Data Analyst/Business Analyst,$54K-$75K (Glassdoor est.),174,3.6,"Signature Consultants
3.6","Charlotte, NC","Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Type 5,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"ComforceHealth, TEKsystems, Allegis Group",-1,702
1831,Data Analyst,$54K-$75K (Glassdoor est.),186,3.7,"eTeam Inc.
3.7","Charlotte, NC","South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Type 8,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),"Artech Information Systems, Mindlance, Tech Mahindra",-1,702
1832,Data Analyst,$54K-$75K (Glassdoor est.),103,2,"AccessOne
2.0","Fort Mill, SC","Fort Mill, SC",1 to 50 employees,-1,Company - Private,Type 9,-1,-1,Less than $1 million (USD),-1,-1,887
1833,BI Data Analyst,$54K-$75K (Glassdoor est.),174,2.9,"Nesco Resource, LLC
2.9","Fort Mill, SC","Cleveland, OH",1001 to 5000 employees,1956,Company - Private,Type 4,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),-1,-1,726
1834,Data Analyst,$54K-$75K (Glassdoor est.),200,4.1,"RGP
4.1","Charlotte, NC","Irvine, CA",1001 to 5000 employees,1996,Company - Public,Type 2,Consulting,Business Services,$500 million to $1 billion (USD),"Deloitte, Huron Consulting Group, Point B",-1,140
1835,Enterprise Data Office Analyst IV,$54K-$75K (Glassdoor est.),173,3.5,"Truist
3.5","Charlotte, NC","Charlotte, NC",10000+ employees,2019,Company - Public,Type 4,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,-1,765
1836,Data Analyst/ Python with Banking Experience,$54K-$75K (Glassdoor est.),191,2.9,"Shimento, Inc.
2.9","Charlotte, NC","Benicia, CA",1 to 50 employees,-1,Company - Private,Type 8,-1,-1,$1 to $5 million (USD),-1,-1,134
1837,Data Analyst,$54K-$75K (Glassdoor est.),168,-1,Parks Heating & Cooling,"Indian Trail, NC","Indian Trail, NC",51 to 200 employees,1973,Company - Public,Type 9,General Repair & Maintenance,"Construction, Repair & Maintenance",$10 to $25 million (USD),-1,-1,186
1838,Systems/Data Analyst,$54K-$75K (Glassdoor est.),169,3.6,"Randstad
3.6","Charlotte, NC","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Type 7,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,920
1839,Data Analyst (Real Time Data Consultant Needed),$54K-$75K (Glassdoor est.),171,4.6,"Conch Technologies, Inc
4.6","Charlotte, NC","Memphis, TN",51 to 200 employees,-1,Company - Private,Type 6,Consulting,Business Services,$5 to $10 million (USD),-1,-1,233
1840,Data Visualization Analyst,$54K-$75K (Glassdoor est.),148,5,"PCR Staffing
5.0","Huntersville, NC","Charlotte, NC",1 to 50 employees,-1,Company - Private,Type 8,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,-1,270
1841,57072 - Market data Analyst - 100 % remote,$54K-$75K (Glassdoor est.),154,3.5,"Tek Leaders
3.5","Charlotte, NC","Plano, TX",501 to 1000 employees,2016,Company - Private,Type 2,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,701
1842,Application Programmer V/ Database Developer/ Data Analyst,$54K-$75K (Glassdoor est.),143,4.3,"DATA Inc.
4.3","Charlotte, NC","Montvale, NJ",501 to 1000 employees,1983,Company - Private,Type 6,IT Services,Information Technology,$50 to $100 million (USD),"TEKMARK Global Solutions, Marlabs, IBM",-1,494
1843,Data Analyst,$54K-$75K (Glassdoor est.),198,5,"Staffigo Technical Services, LLC
5.0","Charlotte, NC","Woodridge, IL",51 to 200 employees,2008,Company - Private,Type 9,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,893
1844,Data Analyst,$54K-$75K (Glassdoor est.),181,-1,LiveMindz,"Charlotte, NC","Dallas, TX",51 to 200 employees,-1,Company - Private,Type 6,-1,-1,Unknown / Non-Applicable,-1,-1,947
1845,Data Standardization Analyst(s),$54K-$75K (Glassdoor est.),75,3.2,"London Stock Exchange Group
3.2","Charlotte, NC","London, United Kingdom",1001 to 5000 employees,1698,Company - Public,Type 7,Stock Exchanges,Finance,$50 to $100 million (USD),"Intercontinental Exchange, Euronext, Nasdaq",-1,584
1846,DATA MGMT ANALYST,$54K-$75K (Glassdoor est.),163,4.1,"Kforce
4.1","Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Type 9,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,694
1847,"Data Quality Analyst, Financial Services",$54K-$75K (Glassdoor est.),120,3.4,"NTT DATA Services
3.4","Charlotte, NC","Tokyo, Japan",10000+ employees,1967,Company - Public,Type 9,IT Services,Information Technology,$10+ billion (USD),"Capgemini, Accenture, Deloitte",-1,267
1848,Data Analyst II,$54K-$75K (Glassdoor est.),80,4,"Meridian Technologies
4.0","Charlotte, NC","Farmington Hills, MI",Unknown,-1,Unknown,Type 2,-1,-1,Unknown / Non-Applicable,-1,-1,92
1849,Data Governance Analyst,$54K-$75K (Glassdoor est.),106,3.9,"TEKsystems, Inc
3.9","Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Type 7,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1,203
